# the measured backlog of marks no gesture can bring into view.
#
# census: total
#
# GENERATED by `python3 tools/measure_ink_budgets.py` under the R1660 font pin
# (`rpc_verify.PINNED_FACES`). Do not hand-edit a number: a count with no
# reproducible measurement behind it is the one use that turns this ratchet back
# into a suggestion. Re-run the tool instead.
#
# `<example>\t<count>` measured; `<example>\tunmeasured\t<reason>` could not be
# measured on the machine that ran the tool, with the reason travelling so a
# host that CAN measure it is visibly owed a number. A missing row is an error:
# the census is total.

ai-introspect-demo	unmeasured	RpcError: [-32099] timeout waiting for response to id=1 method=scene/pointer_leave
design-button-m3	0
forge-counter	unmeasured	RpcError: [-32099] subprocess exited during boot (rc=0)
hello-accordion	0
hello-accordion-single	0
hello-analyzer-shell	0
hello-answer-origin	0
hello-app-font	0
hello-asset-browser	0
hello-async-data	0
hello-audio	unmeasured	RpcError: [-32099] subprocess exited during boot (rc=1) — 'hello-audio: shell error: No such device or address (os error
hello-audio-device	0
hello-audio-rt	0
hello-autoscale-y	0
hello-badge	0
hello-boxplot	0
hello-breadcrumb	0
hello-button	0
hello-button-tui	unmeasured	RpcError: [-32099] subprocess exited during boot (rc=1) — 'hello-button-tui: shell error: No such device or address (os 
hello-candlestick	0
hello-card	0
hello-category-axis	0
hello-cell-editors	0
hello-cell-select	0
hello-chart	0
hello-chart-fill	0
hello-checkbox	0
hello-code-fold	0
hello-color-picker	0
hello-column-reorder	0
hello-column-select	0
hello-column-visibility	0
hello-combobox	0
hello-combobox-editable	0
hello-command-palette	0
hello-commands	0
hello-commands-tui	unmeasured	RpcError: [-32099] subprocess exited during boot (rc=1) — 'hello-commands-tui: shell error: No such device or address (o
hello-completer	0
hello-conn-lifecycle	0
hello-contextmenu	0
hello-cross-filter	0
hello-crosshair	0
hello-data-grid	0
hello-datepicker	0
hello-deviation-grid	0
hello-dialog	0
hello-disclosure	0
hello-displays	0
hello-dnd	0
hello-dock-chart	0
hello-dock-panels	0
hello-dock-panels-editor	44
hello-dock-presets	0
hello-donut	0
hello-drawer	0
hello-elevation	0
hello-elevation-trace	0
hello-encoded-answer	0
hello-endpoint-identity	0
hello-fab	0
hello-file-browser	0
hello-file-dialog	0
hello-file-manager	0
hello-file-open-dialog	0
hello-file-save-dialog	0
hello-filedrop	0
hello-filter-chip	0
hello-find-replace	0
hello-flex-virtual-list	0
hello-floating-chart	0
hello-frame-profiler	0
hello-gradient	0
hello-graph-diff	0
hello-grid-filter	0
hello-grid-frozen-col	0
hello-grid-header-menu	0
hello-grid-hscroll	0
hello-grid-multi-select	0
hello-grid-multifilter	0
hello-grid-nav	0
hello-grid-pointer	0
hello-grid-row-style	0
hello-grid-search	0
hello-grid-sort	0
hello-group-box	0
hello-grouped-grid	0
hello-grouped-grid-sort	0
hello-grouped-list	0
hello-grouped-sort	0
hello-heatmap	0
hello-hex-dump	0
hello-histogram-brush	0
hello-hyperlink	0
hello-image	0
hello-immediate-intent	0
hello-immediate-mode-canvas	0
hello-input-chip	0
hello-inspector	0
hello-key-sequence	0
hello-lazy-list	0
hello-lazy-tree	0
hello-legend-toggle	0
hello-linked-brush	0
hello-linked-legend	0
hello-listbox	0
hello-listbox-multi	0
hello-live-chart	0
hello-live-data	0
hello-log-chart	0
hello-market-map	0
hello-measured-list	0
hello-memory-image	0
hello-menu	0
hello-menu-app	0
hello-menu-nested	0
hello-million-row	0
hello-modal-handoff	0
hello-modal-refocus	0
hello-model-chart	0
hello-multi-select	0
hello-multi-window	0
hello-narrative-walk	unmeasured	RpcError: [-32099] subprocess exited during boot (rc=1) — 'hello-narrative-walk: shell error: No such device or address 
hello-nav-rail	0
hello-no-primary	0
hello-node-editor	0
hello-node-flow	0
hello-node-groups	0
hello-node-lab	0
hello-number-input	0
hello-overflow-clip	3
hello-packet-view	0
hello-paged-stream	0
hello-pagination	0
hello-pan-gesture	0
hello-path	0
hello-pdf-export	0
hello-pinch-zoom	0
hello-place-map	unmeasured	RpcError: [-32099] subprocess exited during boot (rc=1) — 'hello-place-map: shell error: No such device or address (os e
hello-polar	0
hello-popover	0
hello-print	0
hello-progress	0
hello-property-grid	0
hello-radio	0
hello-radio-group	0
hello-range-slider	0
hello-rating	0
hello-raw-pointer	0
hello-refused-invoke	0
hello-replay	0
hello-rescale-toggle	0
hello-richtext	0
hello-richtext-background	0
hello-richtext-blocks	0
hello-richtext-cells	0
hello-richtext-list	0
hello-rotate-gesture	0
hello-row-dissect	7
hello-scatter	0
hello-scene-scale	0
hello-scrubber	0
hello-segmented-button	0
hello-segmented-multi	0
hello-selection-toolbar	0
hello-series-toggle	0
hello-slider	0
hello-slider-discrete	0
hello-slider-labeled	0
hello-slider-vertical	0
hello-smart-zoom	0
hello-snackbar	0
hello-spinbutton	0
hello-stat-tiles	0
hello-status-bar	0
hello-stepper	0
hello-streaming-log	0
hello-subscribe	0
hello-svg-path	0
hello-syntax-highlight	0
hello-tab-reorder	0
hello-tabbed-chart	0
hello-table	0
hello-table-multi	0
hello-tabs	0
hello-tail-reveal	0
hello-textarea	0
hello-textfield	0
hello-textfield-tui	unmeasured	RpcError: [-32099] subprocess exited during boot (rc=1) — 'hello-textfield-tui: shell error: No such device or address (
hello-textgrid	0
hello-theme	0
hello-tile-dashboard	0
hello-time-chart	0
hello-timeline	0
hello-toggle	0
hello-toggle-tui	unmeasured	RpcError: [-32099] subprocess exited during boot (rc=1) — 'hello-toggle-tui: shell error: No such device or address (os 
hello-toolbar	0
hello-tooltip	0
hello-tooltip-rich	0
hello-topology	0
hello-transcript	0
hello-transport	0
hello-tray	0
hello-tree-filter	0
hello-tree-grid	0
hello-tree-reparent	0
hello-tree-view	0
hello-treemap	0
hello-undo	0
hello-value-scatter	0
hello-variable-list	0
hello-viewport-question	0
hello-virtual-columns	0
hello-virtual-list	0
hello-virtual-nav	0
hello-virtual-select	0
hello-virtual-sort	0
hello-virtual-table	0
hello-virtual-tree	0
hello-vn-tide	0
hello-window-chrome	0
hello-window-focus	0
hello-window-focus-multi	0
hello-window-refocus	0
settings-panel	0
todomvc	0
